Testperson, Testcounter, Distance, RealWidth, Time, DifficultyIndex
10, 2, 382.4264635194589, 134.9740459480443, 962, 1.9385994553358568
10, 3, 365.3080891521566, 46.388328781226235, 1684, 3.1497471195046827
10, 4, 427.93106921559223, 50.34483167242262, 1050, 3.247927513443585
10, 5, 251.09759058979438, 24.49732591119945, 1290, 3.491853096329675
10, 6, 365.0342449688796, 30.84796436356729, 1069, 3.681824039973745
10, 7, 55.90169943749474, 111.80339887498948, 906, 0.5849625007211562
10, 8, 510.3430218980171, 30.468240113314454, 1278, 4.149747119504682
10, 9, 327.4522866006588, 60.45272983396778, 1154, 2.6818240399737454
11, 0, 111.01801655587259, 136.63755883799703, 731, 0.8579809951275721
11, 1, 286.53097563788805, 57.30619512757762, 1041, 2.584962500721156
11, 2, 382.4264635194589, 134.9740459480443, 1012, 1.9385994553358568
11, 3, 365.3080891521566, 46.388328781226235, 1791, 3.1497471195046827
11, 4, 427.93106921559223, 50.34483167242262, 1106, 3.247927513443585
11, 5, 251.09759058979438, 24.49732591119945, 1049, 3.491853096329675
11, 6, 365.0342449688796, 30.84796436356729, 1252, 3.681824039973745
11, 7, 55.90169943749474, 111.80339887498948, 481, 0.5849625007211562
11, 8, 510.3430218980171, 30.468240113314454, 1326, 4.149747119504682
11, 9, 327.4522866006588, 60.45272983396778, 2291, 2.6818240399737454
12, 0, 111.01801655587259, 136.63755883799703, 579, 0.8579809951275721
12, 1, 286.53097563788805, 57.30619512757762, 3264, 2.584962500721156
12, 2, 382.4264635194589, 134.9740459480443, 1078, 1.9385994553358568
12, 3, 365.3080891521566, 46.388328781226235, 1926, 3.1497471195046827
12, 4, 427.93106921559223, 50.34483167242262, 1432, 3.247927513443585
12, 5, 251.09759058979438, 24.49732591119945, 1599, 3.491853096329675
12, 6, 365.0342449688796, 30.84796436356729, 2264, 3.681824039973745
12, 7, 55.90169943749474, 111.80339887498948, 673, 0.5849625007211562
12, 8, 510.3430218980171, 30.468240113314454, 1339, 4.149747119504682
12, 9, 327.4522866006588, 60.45272983396778, 1241, 2.6818240399737454
13, 0, 111.01801655587259, 136.63755883799703, 838, 0.8579809951275721
13, 1, 286.53097563788805, 57.30619512757762, 770, 2.584962500721156
13, 2, 382.4264635194589, 134.9740459480443, 934, 1.9385994553358568
13, 3, 365.3080891521566, 46.388328781226235, 720, 3.1497471195046827
13, 4, 427.93106921559223, 50.34483167242262, 905, 3.247927513443585
13, 5, 251.09759058979438, 24.49732591119945, 1097, 3.491853096329675
13, 6, 365.0342449688796, 30.84796436356729, 723, 3.681824039973745
13, 7, 55.90169943749474, 111.80339887498948, 337, 0.5849625007211562
13, 8, 510.3430218980171, 30.468240113314454, 646, 4.149747119504682
13, 9, 327.4522866006588, 60.45272983396778, 629, 2.6818240399737454
14, 0, 111.01801655587259, 136.63755883799703, 1377, 0.8579809951275721
14, 1, 286.53097563788805, 57.30619512757762, 1504, 2.584962500721156
14, 2, 382.4264635194589, 134.9740459480443, 878, 1.9385994553358568
14, 3, 365.3080891521566, 46.388328781226235, 973, 3.1497471195046827
14, 4, 427.93106921559223, 50.34483167242262, 1002, 3.247927513443585
14, 5, 251.09759058979438, 24.49732591119945, 1300, 3.491853096329675
14, 6, 365.0342449688796, 30.84796436356729, 954, 3.681824039973745
14, 7, 55.90169943749474, 111.80339887498948, 521, 0.5849625007211562
14, 8, 510.3430218980171, 30.468240113314454, 1175, 4.149747119504682
14, 9, 327.4522866006588, 60.45272983396778, 936, 2.6818240399737454
15, 0, 111.01801655587259, 136.63755883799703, 616, 0.8579809951275721
15, 1, 286.53097563788805, 57.30619512757762, 1087, 2.584962500721156
15, 2, 382.4264635194589, 134.9740459480443, 933, 1.9385994553358568
15, 3, 365.3080891521566, 46.388328781226235, 1079, 3.1497471195046827
15, 4, 427.93106921559223, 50.34483167242262, 1626, 3.247927513443585
15, 5, 251.09759058979438, 24.49732591119945, 1059, 3.491853096329675
15, 6, 365.0342449688796, 30.84796436356729, 1175, 3.681824039973745
15, 7, 55.90169943749474, 111.80339887498948, 906, 0.5849625007211562
15, 8, 510.3430218980171, 30.468240113314454, 1088, 4.149747119504682
15, 9, 327.4522866006588, 60.45272983396778, 722, 2.6818240399737454
16, 0, 111.01801655587259, 136.63755883799703, 1975, 0.8579809951275721
16, 1, 286.53097563788805, 57.30619512757762, 578, 2.584962500721156
16, 2, 382.4264635194589, 134.9740459480443, 1357, 1.9385994553358568
16, 3, 365.3080891521566, 46.388328781226235, 1192, 3.1497471195046827
16, 4, 427.93106921559223, 50.34483167242262, 2986, 3.247927513443585
16, 5, 251.09759058979438, 24.49732591119945, 1436, 3.491853096329675
16, 6, 365.0342449688796, 30.84796436356729, 1060, 3.681824039973745
16, 7, 55.90169943749474, 111.80339887498948, 879, 0.5849625007211562
16, 8, 510.3430218980171, 30.468240113314454, 1385, 4.149747119504682
16, 9, 327.4522866006588, 60.45272983396778, 820, 2.6818240399737454
17, 0, 111.01801655587259, 136.63755883799703, 665, 0.8579809951275721
17, 1, 286.53097563788805, 57.30619512757762, 1416, 2.584962500721156
17, 2, 382.4264635194589, 134.9740459480443, 1014, 1.9385994553358568
17, 3, 365.3080891521566, 46.388328781226235, 1435, 3.1497471195046827
17, 4, 427.93106921559223, 50.34483167242262, 995, 3.247927513443585
17, 5, 251.09759058979438, 24.49732591119945, 1907, 3.491853096329675
17, 6, 365.0342449688796, 30.84796436356729, 2176, 3.681824039973745
17, 7, 55.90169943749474, 111.80339887498948, 529, 0.5849625007211562
17, 8, 510.3430218980171, 30.468240113314454, 1514, 4.149747119504682
17, 9, 327.4522866006588, 60.45272983396778, 1157, 2.6818240399737454
18, 0, 111.01801655587259, 136.63755883799703, 849, 0.8579809951275721
18, 1, 286.53097563788805, 57.30619512757762, 819, 2.584962500721156
18, 2, 382.4264635194589, 134.9740459480443, 1080, 1.9385994553358568
18, 3, 365.3080891521566, 46.388328781226235, 571, 3.1497471195046827
18, 4, 427.93106921559223, 50.34483167242262, 895, 3.247927513443585
18, 5, 251.09759058979438, 24.49732591119945, 1242, 3.491853096329675
18, 6, 365.0342449688796, 30.84796436356729, 1039, 3.681824039973745
18, 7, 55.90169943749474, 111.80339887498948, 611, 0.5849625007211562
18, 8, 510.3430218980171, 30.468240113314454, 790, 4.149747119504682
18, 9, 327.4522866006588, 60.45272983396778, 454, 2.6818240399737454
19, 0, 111.01801655587259, 136.63755883799703, 1253, 0.8579809951275721
19, 1, 286.53097563788805, 57.30619512757762, 1600, 2.584962500721156
19, 2, 382.4264635194589, 134.9740459480443, 1695, 1.9385994553358568
19, 3, 365.3080891521566, 46.388328781226235, 1715, 3.1497471195046827
19, 4, 427.93106921559223, 50.34483167242262, 1757, 3.247927513443585
19, 5, 251.09759058979438, 24.49732591119945, 1484, 3.491853096329675
19, 6, 365.0342449688796, 30.84796436356729, 1146, 3.681824039973745
19, 7, 55.90169943749474, 111.80339887498948, 510, 0.5849625007211562
19, 8, 510.3430218980171, 30.468240113314454, 1444, 4.149747119504682
19, 9, 327.4522866006588, 60.45272983396778, 781, 2.6818240399737454
20, 0, 111.01801655587259, 136.63755883799703, 1014, 0.8579809951275721
20, 1, 286.53097563788805, 57.30619512757762, 1071, 2.584962500721156
20, 2, 382.4264635194589, 134.9740459480443, 830, 1.9385994553358568
20, 3, 365.3080891521566, 46.388328781226235, 1629, 3.1497471195046827
20, 4, 427.93106921559223, 50.34483167242262, 1188, 3.247927513443585
20, 5, 251.09759058979438, 24.49732591119945, 587, 3.491853096329675
20, 6, 365.0342449688796, 30.84796436356729, 1562, 3.681824039973745
20, 7, 55.90169943749474, 111.80339887498948, 792, 0.5849625007211562
20, 8, 510.3430218980171, 30.468240113314454, 1040, 4.149747119504682
20, 9, 327.4522866006588, 60.45272983396778, 636, 2.6818240399737454
21, 0, 111.01801655587259, 136.63755883799703, 2054, 0.8579809951275721
21, 1, 286.53097563788805, 57.30619512757762, 1426, 2.584962500721156
21, 2, 382.4264635194589, 134.9740459480443, 1246, 1.9385994553358568
21, 3, 365.3080891521566, 46.388328781226235, 1349, 3.1497471195046827
21, 4, 427.93106921559223, 50.34483167242262, 2140, 3.247927513443585
21, 5, 251.09759058979438, 24.49732591119945, 1445, 3.491853096329675
21, 6, 365.0342449688796, 30.84796436356729, 1438, 3.681824039973745
21, 7, 55.90169943749474, 111.80339887498948, 743, 0.5849625007211562
21, 8, 510.3430218980171, 30.468240113314454, 2053, 4.149747119504682
21, 9, 327.4522866006588, 60.45272983396778, 1236, 2.6818240399737454
22, 0, 111.01801655587259, 136.63755883799703, 1476, 0.8579809951275721
22, 1, 286.53097563788805, 57.30619512757762, 1581, 2.584962500721156
22, 2, 382.4264635194589, 134.9740459480443, 1368, 1.9385994553358568
22, 3, 365.3080891521566, 46.388328781226235, 1071, 3.1497471195046827
22, 4, 427.93106921559223, 50.34483167242262, 2293, 3.247927513443585
22, 5, 251.09759058979438, 24.49732591119945, 1406, 3.491853096329675
22, 6, 365.0342449688796, 30.84796436356729, 1396, 3.681824039973745
22, 7, 55.90169943749474, 111.80339887498948, 637, 0.5849625007211562
22, 8, 510.3430218980171, 30.468240113314454, 1359, 4.149747119504682
22, 9, 327.4522866006588, 60.45272983396778, 1176, 2.6818240399737454
23, 0, 111.01801655587259, 136.63755883799703, 2256, 0.8579809951275721
23, 1, 286.53097563788805, 57.30619512757762, 1397, 2.584962500721156
23, 2, 382.4264635194589, 134.9740459480443, 2205, 1.9385994553358568
23, 3, 365.3080891521566, 46.388328781226235, 1956, 3.1497471195046827
23, 4, 427.93106921559223, 50.34483167242262, 2311, 3.247927513443585
23, 5, 251.09759058979438, 24.49732591119945, 1350, 3.491853096329675
23, 6, 365.0342449688796, 30.84796436356729, 2561, 3.681824039973745
23, 7, 55.90169943749474, 111.80339887498948, 384, 0.5849625007211562
23, 8, 510.3430218980171, 30.468240113314454, 1608, 4.149747119504682
23, 9, 327.4522866006588, 60.45272983396778, 1250, 2.6818240399737454
24, 0, 111.01801655587259, 136.63755883799703, 530, 0.8579809951275721
24, 1, 286.53097563788805, 57.30619512757762, 5770, 2.584962500721156
24, 2, 382.4264635194589, 134.9740459480443, 944, 1.9385994553358568
24, 3, 365.3080891521566, 46.388328781226235, 1370, 3.1497471195046827
24, 4, 427.93106921559223, 50.34483167242262, 3502, 3.247927513443585
24, 5, 251.09759058979438, 24.49732591119945, 2026, 3.491853096329675
24, 6, 365.0342449688796, 30.84796436356729, 1755, 3.681824039973745
24, 7, 55.90169943749474, 111.80339887498948, 463, 0.5849625007211562
24, 8, 510.3430218980171, 30.468240113314454, 1381, 4.149747119504682
24, 9, 327.4522866006588, 60.45272983396778, 1187, 2.6818240399737454
25, 0, 111.01801655587259, 136.63755883799703, 975, 0.8579809951275721
25, 1, 286.53097563788805, 57.30619512757762, 4476, 2.584962500721156
25, 2, 382.4264635194589, 134.9740459480443, 1380, 1.9385994553358568
25, 3, 365.3080891521566, 46.388328781226235, 1233, 3.1497471195046827
25, 4, 427.93106921559223, 50.34483167242262, 937, 3.247927513443585
25, 5, 251.09759058979438, 24.49732591119945, 1349, 3.491853096329675
25, 6, 365.0342449688796, 30.84796436356729, 937, 3.681824039973745
25, 7, 55.90169943749474, 111.80339887498948, 551, 0.5849625007211562
25, 8, 510.3430218980171, 30.468240113314454, 1082, 4.149747119504682
25, 9, 327.4522866006588, 60.45272983396778, 1303, 2.6818240399737454
26, 0, 111.01801655587259, 136.63755883799703, 1023, 0.8579809951275721
26, 1, 286.53097563788805, 57.30619512757762, 1331, 2.584962500721156
26, 2, 382.4264635194589, 134.9740459480443, 1920, 1.9385994553358568
26, 3, 365.3080891521566, 46.388328781226235, 2682, 3.1497471195046827
26, 4, 427.93106921559223, 50.34483167242262, 1188, 3.247927513443585
26, 5, 251.09759058979438, 24.49732591119945, 1187, 3.491853096329675
26, 6, 365.0342449688796, 30.84796436356729, 1263, 3.681824039973745
26, 7, 55.90169943749474, 111.80339887498948, 896, 0.5849625007211562
26, 8, 510.3430218980171, 30.468240113314454, 3213, 4.149747119504682
26, 9, 327.4522866006588, 60.45272983396778, 1333, 2.6818240399737454
